f_bus,t_bus,rate_a,sus
349,350,24.0,8967.298419078346
350,349,24.0,8967.298419078346
351,200,56.99999999999999,44400.8894150946
351,201,64.0,1644.0097586302256
351,352,30.0,1188.1313606065266
352,351,30.0,1188.1313606065266
353,401,64.0,2725.136165559276
354,441,30.0,5143.701909848408
355,356,41.0,170076.64015477232
356,248,64.0,12251.673909672723
356,267,64.0,4930.428040124253
356,355,41.0,170076.64015477232
357,64,113.99999999999999,3545.5853404929117
357,92,64.0,127434.28255556144
357,392,142.0,5999.685510301924
358,130,318.0,31524.85832331446
358,359,118.0,326594.11167706543
358,434,118.0,36708.04109838828
359,358,118.0,326594.11167706543
360,42,96.0,116223.07756801964
360,275,96.0,9722.483976611424
360,361,41.0,40642.01187977949
361,360,41.0,40642.01187977949
362,363,56.99999999999999,2450.7720078296215
363,268,64.0,3262.61879237035
363,269,64.0,5055.945849694903
363,362,56.99999999999999,2450.7720078296215
364,102,35.0,216862.46216836493
364,227,64.0,2499.5085519475656
364,365,64.0,86826.3196501917
365,364,64.0,86826.3196501917
366,100,41.0,65405.8098282396
367,145,118.0,1048.9369032607583
367,418,118.0,5046.110291105962
367,450,142.0,339511.96536287403
368,30,366.0,3533748.315177027
368,417,871.0000000000001,15754.553957382752
368,437,871.0000000000001,97315.54698562915
369,128,1462.0,29920.20639632374
369,437,732.0,33992.957185370055
369,459,871.0000000000001,1758717.7459570395
370,433,366.0,14236.150308591908
370,437,732.0,33219.87910700017
370,459,731.0,1164571.3911595822
371,372,159.0,23936.107802723865
372,20,293.0,18987.95208727122
372,371,159.0,23936.107802723865
372,393,191.0,3377.1399597146037
373,70,41.0,10546.794346917986
374,285,64.0,3378.0781543603616
375,313,114.99999999999999,5551.158702745663
375,344,96.0,26346.88196148377
375,376,64.0,25873.86212554712
376,375,64.0,25873.86212554712
377,54,64.0,894.8004385676535
377,298,80.0,119735.92609637206
377,378,64.0,29560.195361946997
378,377,64.0,29560.195361946997
379,380,64.0,7325.262962122008
380,337,154.0,6990.202861504118
380,342,308.0,8330.315246413677
380,379,64.0,7325.262962122008
381,98,30.0,2402.451708564707
382,113,110.00000000000001,4962.058913631113
382,288,64.0,3131.0337967060714
382,292,80.0,5943.796509699856
383,49,366.0,446385.0558351161
383,134,834.0,9042.353654030323
383,435,635.0,250211.1273462692
384,178,118.0,31228.57693805081
384,388,128.0,2754.726110393098
385,390,417.0,20457.168747112588
385,429,366.0,6884.518000709823
386,391,366.0,6369.934719598335
387,2,175.0,492929.49351531506
387,388,118.0,334869.3038761811
387,416,118.0,18862.91019302183
388,384,128.0,2754.726110393098
388,387,118.0,334869.3038761811
388,416,204.99999999999997,23988.095294192142
389,264,41.0,1735.9526914423543
389,265,41.0,26815.55355676186
390,385,417.0,20457.168747112588
390,429,871.0000000000001,41542.63149099486
391,126,1056.0,35751.38906991615
391,386,366.0,6369.934719598335
391,393,129.9168355,1191.480597308403
391,444,982.0,297812.2721983681
392,279,64.0,1163.4185414633403
392,280,64.0,827.5210150013936
392,286,64.0,2802.619225877269
392,357,142.0,5999.685510301924
392,393,158.5915965,1085.9021174899797
393,372,191.0,3377.1399597146037
393,391,129.9168355,1191.480597308403
393,392,158.5915965,1085.9021174899797
393,445,118.0,29146.113647287893
393,462,236.0,1897.5382136461053
394,395,126.08096049999999,1156.2964226458992
394,442,834.0,4142494.8013284346
394,457,871.0000000000001,24479.263190159694
395,158,317.0,6131.24694379199
395,394,126.08096049999999,1156.2964226458992
396,397,79.67621,545.4911257866762
396,438,64.0,25783.644725883863
397,111,191.0,3258.667653804133
397,396,79.67621,545.4911257866762
397,439,204.99999999999997,131870.03127537356
398,132,1056.0,138137.26488802006
398,399,28.918604549999998,265.09630606820986
398,444,982.0,8067.70322188489
399,20,118.0,1258.6946633339624
399,398,28.918604549999998,265.09630606820986
400,141,732.0,104103.3785135028
400,142,834.0,163219.16113745965
400,149,366.0,43098.56047531666
400,402,493.0,4522.576211031242
401,353,64.0,2725.136165559276
401,402,34.70552505,318.1448985001446
402,146,500.0,355318.964206998
402,400,493.0,4522.576211031242
402,401,34.70552505,318.1448985001446
403,73,64.0,365.5950523211779
403,404,56.8641605,521.4299423757246
404,23,128.0,1694457.117959304
404,403,56.8641605,521.4299423757246
404,462,118.0,51748.493916411615
405,348,366.0,588218.8511497584
405,407,85.5466415,784.5031347815717
406,187,56.99999999999999,6221.022091962353
406,407,20.0,183.3396252868775
407,161,370.0,13331.595011948968
407,162,118.0,2107.5705333622304
407,405,85.5466415,784.5031347815717
407,406,20.0,183.3396252868775
408,348,869.9999999999999,6026.67211528744
409,410,20.0,183.3396252868775
409,419,366.0,20823.03499054106
410,409,20.0,183.3396252868775
410,418,118.0,130001.30287092995
410,480,118.0,4969.2499502956
411,430,1725.0,4744.24480278465
411,471,2811.0,5048.4058818731155
412,413,45.61375575,418.14044395834185
412,414,417.0,1522.4885914809743
412,485,528.0,7439.795335252418
413,205,64.0,6581.292575408914
413,412,45.61375575,418.14044395834185
414,412,417.0,1522.4885914809743
414,416,89.722367,822.8046761544064
414,446,366.0,9319.194632451643
415,187,64.0,9243.668484106818
415,416,46.88339725,429.7792246092121
416,387,118.0,18862.91019302183
416,388,204.99999999999997,23988.095294192142
416,414,89.722367,822.8046761544064
416,415,46.88339725,429.7792246092121
417,144,871.0000000000001,62921.81701926199
417,368,871.0000000000001,15754.553957382752
417,418,25.42751475,233.09355154062652
418,367,118.0,5046.110291105962
418,410,118.0,130001.30287092995
418,417,25.42751475,233.09355154062652
419,133,366.0,8734.620678142352
419,409,366.0,20823.03499054106
419,420,22.0,201.67358792542467
420,419,22.0,201.67358792542467
420,452,118.0,126230.78114133148
421,119,1158.0,17381.71818693225
421,422,62.315399000000006,571.4259504177959
421,446,1158.0,9134.67124468941
422,115,64.0,35625.38686425217
422,421,62.315399000000006,571.4259504177959
423,277,366.0,1861095.2876793647
423,424,158.0,1449.0839556593799
424,278,282.0,40908.88453743961
424,423,158.0,1449.0839556593799
425,121,766.0,647979.7911512424
425,122,635.0,878278.206484704
425,426,85.0,779.4891347310546
426,335,96.0,57750.417746494866
426,425,85.0,779.4891347310546
427,169,731.0,260273.89507623803
427,428,364.0,3338.961407265444
427,470,1023.0,121525.231982391
428,166,462.0,44933.65808119527
428,427,364.0,3338.961407265444
429,385,366.0,6884.518000709823
429,390,871.0000000000001,41542.63149099486
429,430,20.0,136.87684363554374
430,411,1725.0,4744.24480278465
430,429,20.0,136.87684363554374
431,176,96.0,58869.140463844255
431,432,101.0,691.5149740778198
432,5,191.0,1514.056476161679
432,431,101.0,691.5149740778198
433,370,366.0,14236.150308591908
433,434,25.2528479,231.49238394196468
433,463,366.0,48130.439284706896
434,358,118.0,36708.04109838828
434,433,25.2528479,231.49238394196468
435,277,635.0,442528.7234328832
435,383,635.0,250211.1273462692
435,436,73.099625,670.3367546948036
436,262,64.0,23151.13518001909
436,435,73.099625,670.3367546948036
437,133,732.0,29848.53622197386
437,368,871.0000000000001,97315.54698562915
437,369,732.0,33992.957185370055
437,370,732.0,33219.87910700017
437,439,205.7038325,1886.7187271942755
437,476,366.0,16504.480138390783
438,297,114.99999999999999,10853.320100097028
438,298,64.0,8416.47571471707
438,311,56.99999999999999,3020.231897204563
438,312,160.0,30773.735224078384
438,396,64.0,25783.644725883863
438,439,159.221469,1460.2893708543681
439,397,204.99999999999997,131870.03127537356
439,437,205.7038325,1886.7187271942755
439,438,159.221469,1460.2893708543681
440,139,834.0,319895.73591722484
440,441,20.0,183.3396252868775
440,468,732.0,21142.071214790318
441,354,30.0,5143.701909848408
441,440,20.0,183.3396252868775
442,394,834.0,4142494.8013284346
442,443,123.6282295,1133.7991079403237
442,474,871.0000000000001,26220.09513854336
443,157,317.0,5909.278987642646
443,442,123.6282295,1133.7991079403237
444,391,982.0,297812.2721983681
444,398,982.0,8067.70322188489
444,445,96.933991,888.95386115061
445,393,118.0,29146.113647287893
445,444,96.933991,888.95386115061
446,150,982.0,7764.621951401242
446,152,982.0,7718.040266092424
446,348,1056.0,20578.056614023786
446,414,366.0,9319.194632451643
446,421,1158.0,9134.67124468941
446,447,101.5685185,931.4638471059319
447,162,250.0,77263.56953927476
447,446,101.5685185,931.4638471059319
448,144,366.0,1774126.7073165132
448,450,124.12692050000001,1138.3732706283763
449,251,80.0,89480.92034092224
449,450,145.7656375,1336.8542527576428
450,367,142.0,339511.96536287403
450,448,124.12692050000001,1138.3732706283763
450,449,145.7656375,1336.8542527576428
451,149,366.0,3482.0056342402795
451,452,22.0,201.67358792542467
451,479,366.0,451448.45708491676
452,420,118.0,126230.78114133148
452,451,22.0,201.67358792542467
453,316,64.0,9263.574143598096
453,454,69.587585,638.1245565503268
454,111,250.0,373496.5014688393
454,453,69.587585,638.1245565503268
454,489,229.99999999999997,10948.60821197595
455,163,801.0,892243.1309826549
455,456,97.5482095,894.5878894442279
456,74,64.0,789.695152591866
456,167,113.99999999999999,605.9157289906756
456,220,64.0,22417.23503368471
456,294,96.0,14712.380803437545
456,455,97.5482095,894.5878894442279
457,134,732.0,20916.180398663688
457,151,1158.0,391502.03951092844
457,153,1056.0,487131.42460391705
457,160,1158.0,23303.51286763734
457,394,871.0000000000001,24479.263190159694
457,458,234.0,2146.324807185448
458,191,64.0,864.0736082365378
458,195,64.0,2378.626150091889
458,201,64.0,1899.6616706484062
458,202,35.0,882.5074108164122
458,457,234.0,2146.324807185448
459,369,871.0000000000001,1758717.7459570395
459,370,731.0,1164571.3911595822
459,460,154.0,1412.389192998017
460,129,227.99999999999997,115163.55174099829
460,459,154.0,1412.389192998017
461,220,41.0,363.5672465083677
461,462,20.0,136.87684363554374
462,393,236.0,1897.5382136461053
462,404,118.0,51748.493916411615
462,461,20.0,136.87684363554374
463,127,366.0,7500.33858416469
463,433,366.0,48130.439284706896
463,464,32.0,293.34340034903164
464,74,64.0,1238.7434213408662
464,286,64.0,304134.26823880477
464,463,32.0,293.34340034903164
465,154,1200.0,1399169.8870723126
465,171,732.0,19013.60862077707
465,467,79.0,724.4555159790497
466,39,64.0,1985.7260500955556
466,57,96.0,1598.697161354961
466,329,114.99999999999999,4487.365475511629
466,467,150.761932,1382.684301482915
467,124,118.0,35766.766365202224
467,465,79.0,724.4555159790497
467,466,150.761932,1382.684301482915
468,440,732.0,21142.071214790318
468,469,128.907502,1182.2225663729016
468,485,383.0,407722.55746551126
469,71,64.0,899.2641702066198
469,228,160.0,10406.123071555417
469,468,128.907502,1182.2225663729016
469,486,64.0,24658.59765330646
470,121,1462.0,19559.63289928133
470,126,1158.0,5797.9424011683905
470,128,1158.0,5833.001004347606
470,427,1023.0,121525.231982391
470,471,2030.9999999999998,13909.872245255652
470,473,252.896593,2319.6904815482826
471,411,2811.0,5048.4058818731155
471,470,2030.9999999999998,13909.872245255652
472,165,227.99999999999997,3097.047226867132
472,167,164.0,20035.47847479241
472,168,24.0,2615.5076576308784
472,304,96.0,1023.4242834392435
472,473,194.7702155,1125.541713714079
473,124,118.0,1381.2432143754406
473,470,252.896593,2319.6904815482826
473,472,194.7702155,1125.541713714079
474,174,732.0,33825.721611000095
474,442,871.0000000000001,26220.09513854336
474,475,183.0,1678.4301278418807
475,204,114.99999999999999,80665.70504558255
475,474,183.0,1678.4301278418807
476,437,366.0,16504.480138390783
476,478,193.5590785,1775.2992050603953
477,69,64.0,647.2154582081874
477,281,64.0,7044.016122551917
477,282,80.0,9212.242389736
477,478,171.9123895,1177.1352842434226
478,155,128.0,1293.6555668329156
478,476,193.5590785,1775.2992050603953
478,477,171.9123895,1177.1352842434226
479,451,366.0,451448.45708491676
479,480,28.5421983,261.64579693923014
480,410,118.0,4969.2499502956
480,479,28.5421983,261.64579693923014
481,41,41.0,1017.3562167259888
481,187,35.0,1035.1203342645404
481,482,46.5327861,426.5651791237349
482,162,118.0,3680.8362528292396
482,481,46.5327861,426.5651791237349
483,251,64.0,1791.9305994083056
483,265,41.0,94940.55748037246
483,484,30.34882625,207.70257750933908
484,155,175.0,147776.74076816934
484,483,30.34882625,207.70257750933908
485,173,635.0,94918.94719614007
485,412,528.0,7439.795335252418
485,468,383.0,407722.55746551126
485,486,114.4942735,1050.0200360033837
486,225,64.0,36608.25689242238
486,469,64.0,24658.59765330646
486,485,114.4942735,1050.0200360033837
487,125,871.0000000000001,7906612.64913397
487,489,529.0,4852.802848708075
488,316,64.0,3241.3263651391585
488,325,308.0,62463.04852699951
488,489,313.0,2871.039257168158
489,454,229.99999999999997,10948.60821197595
489,487,529.0,4852.802848708075
489,488,313.0,2871.039257168158
